Sector: ,SCC: ,SCC Descriptions: ,NH3 (kg) Emissions,NOX (kg) Emissions,PM25-PRI (kg) Emissions,PM2_5 (kg) Emissions,SO2 (kg) Emissions,VOC (kg) Emissions,Deaths from NH3 to TotalPop,Deaths from NOX to TotalPop,Deaths from PM25-PRI to TotalPop,Deaths from PM2_5 to TotalPop,Deaths from SO2 to TotalPop,Deaths from VOC to TotalPop,Deaths from NH3 to WhiteNoLat,Deaths from NOX to WhiteNoLat,Deaths from PM25-PRI to WhiteNoLat,Deaths from PM2_5 to WhiteNoLat,Deaths from SO2 to WhiteNoLat,Deaths from VOC to WhiteNoLat,Deaths from NH3 to Black,Deaths from NOX to Black,Deaths from PM25-PRI to Black,Deaths from PM2_5 to Black,Deaths from SO2 to Black,Deaths from VOC to Black,Deaths from NH3 to Native,Deaths from NOX to Native,Deaths from PM25-PRI to Native,Deaths from PM2_5 to Native,Deaths from SO2 to Native,Deaths from VOC to Native,Deaths from NH3 to Asian,Deaths from NOX to Asian,Deaths from PM25-PRI to Asian,Deaths from PM2_5 to Asian,Deaths from SO2 to Asian,Deaths from VOC to Asian,Deaths from NH3 to Other,Deaths from NOX to Other,Deaths from PM25-PRI to Other,Deaths from PM2_5 to Other,Deaths from SO2 to Other,Deaths from VOC to Other,Deaths from NH3 to Latino,Deaths from NOX to Latino,Deaths from PM25-PRI to Latino,Deaths from PM2_5 to Latino,Deaths from SO2 to Latino,Deaths from VOC to Latino,Deaths from NH3 to Poverty,Deaths from NOX to Poverty,Deaths from PM25-PRI to Poverty,Deaths from PM2_5 to Poverty,Deaths from SO2 to Poverty,Deaths from VOC to Poverty,Deaths from NH3 to TwoXPov,Deaths from NOX to TwoXPov,Deaths from PM25-PRI to TwoXPov,Deaths from PM2_5 to TwoXPov,Deaths from SO2 to TwoXPov,Deaths from VOC to TwoXPov
afdust,2325000000,"""Industrial Processes;Mining and Quarrying: SIC 14;All Processes;Total""",,,5.2667018737617284e+07,,,,0,0,561.2083109566114,0,0,0,0,0,355.138765474821,0,0,0,0,0,90.02594858765407,0,0,0,0,0,3.6170100887992587,0,0,0,0,0,21.696919211906614,0,0,0,0,0,11.78609001188118,0,0,0,0,0,78.94357756636249,0,0,0,0,0,85.54687169189323,0,0,0,0,0,355.1348850872518,0,0,0
afdust,2801000000,"""Miscellaneous Area Sources;Agriculture Production - Crops;Agriculture - Crops;Total""",,,93598.62567632695,,,,0,0,0.8949010418458292,0,0,0,0,0,0.5089618718151103,0,0,0,0,0,0.20956017226014864,0,0,0,0,0,0.007237519718069772,0,0,0,0,0,0.01750173173101013,0,0,0,0,0,0.014341434179987907,0,0,0,0,0,0.13729830995939854,0,0,0,0,0,0.17029669700594946,0,0,0,0,0,0.5068598565374514,0,0,0
afdust,2805001000,"""Miscellaneous Area Sources;Agriculture Production - Livestock;Beef cattle -  finishing operations on feedlots (drylots);Dust Kicked-up by Hooves (use 28-05-020""",,,1.5936609159000304e+06,,,,0,0,18.342899435405,0,0,0,0,0,11.361957036257678,0,0,0,0,0,4.9657999194440094,0,0,0,0,0,0.04809290119481804,0,0,0,0,0,0.38634022370064725,0,0,0,0,0,0.30323538024440255,0,0,0,0,0,1.2774739535022672,0,0,0,0,0,3.2642487030780867,0,0,0,0,0,10.710710142380078,0,0,0
afdust,2325020000,"""Industrial Processes;Mining and Quarrying: SIC 14;Crushed and Broken Stone;Total""",,,154454.71447905002,,,,0,0,4.49152922700273,0,0,0,0,0,2.801223948004193,0,0,0,0,0,0.5696978841591075,0,0,0,0,0,0.006062689304527812,0,0,0,0,0,0.31655924332743834,0,0,0,0,0,0.08120353350638274,0,0,0,0,0,0.716781938052248,0,0,0,0,0,0.5085121402820737,0,0,0,0,0,3.248366930676,0,0,0
afdust,2275085000,"""Mobile Sources;Aircraft;Unpaved Airstrips;Total""",,,1027.157494695,,,,0,0,0.008691893127567202,0,0,0,0,0,0.005010500606189928,0,0,0,0,0,0.002945856841470172,0,0,0,0,0,1.9833009371217467e-05,0,0,0,0,0,0.0001278322519864638,0,0,0,0,0,0.00013439267219762907,0,0,0,0,0,0.00045347775371239266,0,0,0,0,0,0.001725666488519722,0,0,0,0,0,0.004732112848164041,0,0,0
afdust,2311020000,"""Industrial Processes;Construction: SIC 15 - 17;Industrial/Commercial/Institutional;Total""",,,6.255337330218331e+07,,,,0,0,2576.89713302808,0,0,0,0,0,1412.711271626648,0,0,0,0,0,481.65698783168597,0,0,0,0,0,10.47751750575543,0,0,0,0,0,133.27028149658491,0,0,0,0,0,57.08810541385409,0,0,0,0,0,481.69297064757507,0,0,0,0,0,423.30211275724184,0,0,0,0,0,1617.7857497904906,0,0,0
afdust,2294000000,"""Mobile Sources;Paved Roads;All Paved Roads;Total: Fugitives""",,,4.6946552009083495e+07,2.1267952588394916e+08,,,0,0,1492.5531780801255,4525.813178335103,0,0,0,0,728.6332047176052,2764.1987805860567,0,0,0,0,224.61915793904842,817.9245253964092,0,0,0,0,5.545498487439497,16.954540160274544,0,0,0,0,126.41476030245347,176.34899237947175,0,0,0,0,37.92699546267484,89.30311135907843,0,0,0,0,369.4135619754506,661.0832294984582,0,0,0,0,225.61146431647109,720.3522018229937,0,0,0,0,966.4683909919627,2850.835812661549,0,0
afdust,2801000002,"""Miscellaneous Area Sources;Agriculture Production - Crops;Agriculture - Crops;Planting""",,,818834.2528499997,,,,0,0,4.121397025762428,0,0,0,0,0,3.114622651366249,0,0,0,0,0,0.24186100496711369,0,0,0,0,0,0.029190359139635226,0,0,0,0,0,0.09481875084420498,0,0,0,0,0,0.09716632984811394,0,0,0,0,0,0.5437379336515725,0,0,0,0,0,0.5312232626224032,0,0,0,0,0,2.729464664540363,0,0,0
afdust,2801000008,"""Miscellaneous Area Sources;Agriculture Production - Crops;Agriculture - Crops;Transport""",,,180298.48282499998,,,,0,0,4.048960360270166,0,0,0,0,0,2.1007547435456293,0,0,0,0,0,0.2379394917044288,0,0,0,0,0,0.07283689291245064,0,0,0,0,0,0.1335433559344909,0,0,0,0,0,0.0837561898648941,0,0,0,0,0,1.4201296784524395,0,0,0,0,0,0.6822256111084615,0,0,0,0,0,2.4825982800519566,0,0,0
afdust,2296000000,"""Mobile Sources;Unpaved Roads;All Unpaved Roads;Total: Fugitives""",,,5.868717160372711e+07,9.295376133545022e+08,,,0,0,679.6273910970931,10855.720238710608,0,0,0,0,454.8576359886806,7359.770507495092,0,0,0,0,76.08463459649539,1614.2064456973142,0,0,0,0,3.664875103918108,76.35067211471966,0,0,0,0,26.622072727859475,292.8953722321394,0,0,0,0,16.18909873096792,221.9814024217866,0,0,0,0,102.20907416061274,1290.515837904469,0,0,0,0,97.62799857348735,1660.6451448415987,0,0,0,0,440.77902459875884,6851.219686767776,0,0
afdust,2311030000,"""Industrial Processes;Construction: SIC 15 - 17;Road Construction;Total""",,,7.089002288671535e+07,,,,0,0,2798.951504194558,0,0,0,0,0,1434.6741223544868,0,0,0,0,0,462.3673162565769,0,0,0,0,0,10.415493478632666,0,0,0,0,0,174.09199277018118,0,0,0,0,0,60.732038769290256,0,0,0,0,0,656.6705417599052,0,0,0,0,0,464.42733670698385,0,0,0,0,0,1741.484264660614,0,0,0
afdust,2311010000,"""Industrial Processes;Construction: SIC 15 - 17;Residential;Total""",,,1.126682000757737e+07,,,,0,0,637.6484500066324,0,0,0,0,0,254.2114010220239,0,0,0,0,0,52.82057243367762,0,0,0,0,0,2.1381932393022587,0,0,0,0,0,112.8882186121814,0,0,0,0,0,22.002184228605874,0,0,0,0,0,193.58788023158445,0,0,0,0,0,93.42869383715957,0,0,0,0,0,416.32148070174424,0,0,0
afdust,2801000005,"""Miscellaneous Area Sources;Agriculture Production - Crops;Agriculture - Crops;Harvesting""",,,1.9532267266353518e+06,,,,0,0,7.565539438946624,0,0,0,0,0,5.663128848471654,0,0,0,0,0,0.575695303511515,0,0,0,0,0,0.07736183781089076,0,0,0,0,0,0.16724544554305754,0,0,0,0,0,0.15202371049609079,0,0,0,0,0,0.9300843073241437,0,0,0,0,0,1.0545097388569955,0,0,0,0,0,4.849441013727581,0,0,0
afdust,2294000002,"""Mobile Sources;Paved Roads;All Paved Roads;Total: Sanding/Salting - Fugitives""",,,631.3145774249999,,,,0,0,0.0072201117757756195,0,0,0,0,0,0.004461494883099685,0,0,0,0,0,0.00023528432080002637,0,0,0,0,0,8.956147826721689e-05,0,0,0,0,0,0.00034012202346421483,0,0,0,0,0,0.00021886872765093692,0,0,0,0,0,0.001874780340616127,0,0,0,0,0,0.0012599938231419338,0,0,0,0,0,0.004244068826975855,0,0,0
afdust,2311000000,"""Industrial Processes;Construction: SIC 15 - 17;All Processes;Total""",,,3897.8564302499994,,,,0,0,0.10959867989648875,0,0,0,0,0,0.06429408045615116,0,0,0,0,0,0.0033485620867945037,0,0,0,0,0,0.0013496040727077633,0,0,0,0,0,0.005408019229561533,0,0,0,0,0,0.0035202971859893783,0,0,0,0,0,0.03167811692869859,0,0,0,0,0,0.020361430087309694,0,0,0,0,0,0.06209068630886448,0,0,0
afdust,2801000003,"""Miscellaneous Area Sources;Agriculture Production - Crops;Agriculture - Crops;Tilling""",,,8.08012139660771e+08,,,,0,0,8347.876269304885,0,0,0,0,0,6054.751424371908,0,0,0,0,0,1117.9378546458588,0,0,0,0,0,35.48023906818007,0,0,0,0,0,242.95480325428485,0,0,0,0,0,159.5065407046968,0,0,0,0,0,737.2454107809102,0,0,0,0,0,1200.7409197697116,0,0,0,0,0,5416.446580757505,0,0,0
afdust,2311040000,"""Industrial Processes;Construction: SIC 15 - 17;Special Trade Construction;Total""",,,31499.731162499993,,,,0,0,1.8836731821261765,0,0,0,0,0,0.987699971963161,0,0,0,0,0,0.09990111000692867,0,0,0,0,0,0.032906814114627925,0,0,0,0,0,0.059367115091534334,0,0,0,0,0,0.03892857131925542,0,0,0,0,0,0.6648695999795596,0,0,0,0,0,0.3647992283501593,0,0,0,0,0,1.0933136685718492,0,0,0
afdust,2296010000,"""Mobile Sources;Unpaved Roads;Industrial Unpaved Roads;Total: Fugitives""",,,101846.03121,,,,0,0,2.9469436615444002,0,0,0,0,0,1.652922190308787,0,0,0,0,0,0.1575498613985207,0,0,0,0,0,0.0483964040798526,0,0,0,0,0,0.09182819088986745,0,0,0,0,0,0.058712722699054656,0,0,0,0,0,0.9375342927134676,0,0,0,0,0,0.5076336440803624,0,0,0,0,0,1.8156601893401405,0,0,0
