Sector: ,SCC: ,SCC Descriptions: ,ETH (kg) Emissions,ETHA (kg) Emissions,ETOH (kg) Emissions,FORM (kg) Emissions,IOLE (kg) Emissions,ISOP (kg) Emissions,MEOH (kg) Emissions,NH3 (kg) Emissions,NOX (kg) Emissions,NVOL (kg) Emissions,OLE (kg) Emissions,PAR (kg) Emissions,PM25-PRI (kg) Emissions,PM2_5 (kg) Emissions,SO2 (kg) Emissions,TERP (kg) Emissions,TOL (kg) Emissions,UNR (kg) Emissions,VOC (kg) Emissions,XYL (kg) Emissions,Deaths from ETH to TotalPop,Deaths from ETHA to TotalPop,Deaths from ETOH to TotalPop,Deaths from FORM to TotalPop,Deaths from IOLE to TotalPop,Deaths from ISOP to TotalPop,Deaths from MEOH to TotalPop,Deaths from NH3 to TotalPop,Deaths from NOX to TotalPop,Deaths from NVOL to TotalPop,Deaths from OLE to TotalPop,Deaths from PAR to TotalPop,Deaths from PM25-PRI to TotalPop,Deaths from PM2_5 to TotalPop,Deaths from SO2 to TotalPop,Deaths from TERP to TotalPop,Deaths from TOL to TotalPop,Deaths from UNR to TotalPop,Deaths from VOC to TotalPop,Deaths from XYL to TotalPop,Deaths from ETH to WhiteNoLat,Deaths from ETHA to WhiteNoLat,Deaths from ETOH to WhiteNoLat,Deaths from FORM to WhiteNoLat,Deaths from IOLE to WhiteNoLat,Deaths from ISOP to WhiteNoLat,Deaths from MEOH to WhiteNoLat,Deaths from NH3 to WhiteNoLat,Deaths from NOX to WhiteNoLat,Deaths from NVOL to WhiteNoLat,Deaths from OLE to WhiteNoLat,Deaths from PAR to WhiteNoLat,Deaths from PM25-PRI to WhiteNoLat,Deaths from PM2_5 to WhiteNoLat,Deaths from SO2 to WhiteNoLat,Deaths from TERP to WhiteNoLat,Deaths from TOL to WhiteNoLat,Deaths from UNR to WhiteNoLat,Deaths from VOC to WhiteNoLat,Deaths from XYL to WhiteNoLat,Deaths from ETH to Black,Deaths from ETHA to Black,Deaths from ETOH to Black,Deaths from FORM to Black,Deaths from IOLE to Black,Deaths from ISOP to Black,Deaths from MEOH to Black,Deaths from NH3 to Black,Deaths from NOX to Black,Deaths from NVOL to Black,Deaths from OLE to Black,Deaths from PAR to Black,Deaths from PM25-PRI to Black,Deaths from PM2_5 to Black,Deaths from SO2 to Black,Deaths from TERP to Black,Deaths from TOL to Black,Deaths from UNR to Black,Deaths from VOC to Black,Deaths from XYL to Black,Deaths from ETH to Native,Deaths from ETHA to Native,Deaths from ETOH to Native,Deaths from FORM to Native,Deaths from IOLE to Native,Deaths from ISOP to Native,Deaths from MEOH to Native,Deaths from NH3 to Native,Deaths from NOX to Native,Deaths from NVOL to Native,Deaths from OLE to Native,Deaths from PAR to Native,Deaths from PM25-PRI to Native,Deaths from PM2_5 to Native,Deaths from SO2 to Native,Deaths from TERP to Native,Deaths from TOL to Native,Deaths from UNR to Native,Deaths from VOC to Native,Deaths from XYL to Native,Deaths from ETH to Asian,Deaths from ETHA to Asian,Deaths from ETOH to Asian,Deaths from FORM to Asian,Deaths from IOLE to Asian,Deaths from ISOP to Asian,Deaths from MEOH to Asian,Deaths from NH3 to Asian,Deaths from NOX to Asian,Deaths from NVOL to Asian,Deaths from OLE to Asian,Deaths from PAR to Asian,Deaths from PM25-PRI to Asian,Deaths from PM2_5 to Asian,Deaths from SO2 to Asian,Deaths from TERP to Asian,Deaths from TOL to Asian,Deaths from UNR to Asian,Deaths from VOC to Asian,Deaths from XYL to Asian,Deaths from ETH to Other,Deaths from ETHA to Other,Deaths from ETOH to Other,Deaths from FORM to Other,Deaths from IOLE to Other,Deaths from ISOP to Other,Deaths from MEOH to Other,Deaths from NH3 to Other,Deaths from NOX to Other,Deaths from NVOL to Other,Deaths from OLE to Other,Deaths from PAR to Other,Deaths from PM25-PRI to Other,Deaths from PM2_5 to Other,Deaths from SO2 to Other,Deaths from TERP to Other,Deaths from TOL to Other,Deaths from UNR to Other,Deaths from VOC to Other,Deaths from XYL to Other,Deaths from ETH to Latino,Deaths from ETHA to Latino,Deaths from ETOH to Latino,Deaths from FORM to Latino,Deaths from IOLE to Latino,Deaths from ISOP to Latino,Deaths from MEOH to Latino,Deaths from NH3 to Latino,Deaths from NOX to Latino,Deaths from NVOL to Latino,Deaths from OLE to Latino,Deaths from PAR to Latino,Deaths from PM25-PRI to Latino,Deaths from PM2_5 to Latino,Deaths from SO2 to Latino,Deaths from TERP to Latino,Deaths from TOL to Latino,Deaths from UNR to Latino,Deaths from VOC to Latino,Deaths from XYL to Latino,Deaths from ETH to Poverty,Deaths from ETHA to Poverty,Deaths from ETOH to Poverty,Deaths from FORM to Poverty,Deaths from IOLE to Poverty,Deaths from ISOP to Poverty,Deaths from MEOH to Poverty,Deaths from NH3 to Poverty,Deaths from NOX to Poverty,Deaths from NVOL to Poverty,Deaths from OLE to Poverty,Deaths from PAR to Poverty,Deaths from PM25-PRI to Poverty,Deaths from PM2_5 to Poverty,Deaths from SO2 to Poverty,Deaths from TERP to Poverty,Deaths from TOL to Poverty,Deaths from UNR to Poverty,Deaths from VOC to Poverty,Deaths from XYL to Poverty,Deaths from ETH to TwoXPov,Deaths from ETHA to TwoXPov,Deaths from ETOH to TwoXPov,Deaths from FORM to TwoXPov,Deaths from IOLE to TwoXPov,Deaths from ISOP to TwoXPov,Deaths from MEOH to TwoXPov,Deaths from NH3 to TwoXPov,Deaths from NOX to TwoXPov,Deaths from NVOL to TwoXPov,Deaths from OLE to TwoXPov,Deaths from PAR to TwoXPov,Deaths from PM25-PRI to TwoXPov,Deaths from PM2_5 to TwoXPov,Deaths from SO2 to TwoXPov,Deaths from TERP to TwoXPov,Deaths from TOL to TwoXPov,Deaths from UNR to TwoXPov,Deaths from VOC to TwoXPov,Deaths from XYL to TwoXPov
othpt,0030502599,"""Industrial Processes;Mineral Products;Construction Sand and Gravel;Not Classified **""",,,,,,,,0,637396.9794517809,,,,218.47323907192177,,1.0067595642419179e+06,,,,353325.09496191784,
othpt,0030300998,"""Industrial Processes;Primary Metal Production;Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT);Other Not Classified""",,,,,,,,0,0,,,,123821.49303244405,,0,,,,417757.05211068486,
othpt,0030103550,"""Industrial Processes;Chemical Manufacturing;Inorganic Pigments;Ore Grinding""",,,,,,,,0,0,,,,936.4529604054337,,0,,,,0,
othpt,0030303015,"""Industrial Processes;Primary Metal Production;Zinc Production;Zinc Melting""",,,,,,,,0,0,,,,0,,0,,,,0,
othpt,0030102807,"""Industrial Processes;Chemical Manufacturing;Normal Superphosphates;Bagging/Handling""",,,,,,,,0,0,,,,116.61474537244253,,0,,,,0,
othpt,0030400402,"""Industrial Processes;Secondary Metal Production;Lead;Reverberatory Furnace""",,,,,,,,0,0,,,,2465.2068879452054,,0,,,,0,
othpt,2305070000,"""Industrial Processes;Mineral Processes: SIC 32;Concrete""",0.9119531643599998,0.45348817372499994,1532.600665929525,7.903411142145,0.14994135116999996,0.09831889593,0.5945064532350001,,142957.67405445705,1.6368402457949998,3.143661830205,197.37610981535997,,97405.20446400942,81225.28981026556,0.15975346413,9.381386965109998,83.531569055895,,5.240318772285
othpt,2325000000,"""Industrial Processes;Mining and Quarrying: SIC 14;All Processes;Total""",14788.753684693964,6627.38646455508,2232.993712448385,26932.79399882293,803.8545564894599,506.2089986678249,2980.111472077769,43094.5701489225,2.212921897027566e+07,9136.36319303037,26183.68238899159,561764.2528363125,,6.704313272154346e+06,1.7168607550288014e+07,1273.003405902435,17235.43460616795,188643.07490175005,,8184.70554218835
othpt,2307060000,"""Industrial Processes;Wood Products: SIC 24;Miscellaneous Wood Products;Total""",184727.21926883401,73118.09325727125,236006.55082802588,705683.3133622878,3225.2771124692545,1521.0213357242699,1.2901809900786525e+06,26759.73308238,2.6893635746990424e+06,20794.72256554857,108744.90827054583,3.31218740242505e+06,,1.1597890525502898e+06,262667.27999908244,729954.8746960069,163094.45780664985,1.2707225354081718e+06,,28302.63313301265
othpt,0030101499,"""Industrial Processes;Chemical Manufacturing;Paint Manufacture;Other Not Classified""",,,,,,,,0,20977.00030849315,,,,32048.25160763814,,0,,,,38433.57602054794,
othpt,0031000203,"""Industrial Processes;Oil and Gas Production;Natural Gas Production;Compressors""",,,,,,,,0,0,,,,0,,0,,,,0,
othpt,0040705209,"""Petroleum and Solvent Evaporation;Organic Chemical Storage;Fixed Roof Tanks - Glycol Ethers;Diethylene Glycol: Breathing Loss""",,,,,,,,0,0,,,,0,,0,,,,0,
othpt,0040703618,"""Petroleum and Solvent Evaporation;Organic Chemical Storage;Fixed Roof Tanks - Aromatics;m-Xylene: Working Loss""",,,,,,,,0,0,,,,0,,0,,,,254.27914147249416,
othpt,0040722804,"""Petroleum and Solvent Evaporation;Organic Chemical Storage;Floating Roof Tanks - Ketones;Methyl Ethyl Ketone: Withdrawal Loss""",,,,,,,,0,0,,,,0,,0,,,,2392.452574743848,
othpt,0040600137,"""Petroleum and Solvent Evaporation;Transportation and Marketing of Petroleum Products;Tank Cars and Trucks;Crude Oil: Splash Loading (Normal Service)""",,,,,,,,0,0,,,,0,,0,,,,3338.490508767123,
othpt,2309100170,"""Industrial Processes;Fabricated Metals: SIC 34;Coating""",,,,32889.9703118415,,,2999.99729205,,,,131999.8808502,66143.4972441081,,2214.9779064824997,,,36.091481605845,,,2.7131072932799998
othpt,0030101430,"""Industrial Processes;Chemical Manufacturing;Paint Manufacture;Pigment Grinding/Milling""",,,,,,,,0,0,,,,2276.5543971401266,,0,,,,54816.74061534246,
othpt,0030200202,"""Industrial Processes;Food and Agriculture;Coffee Roasting;Indirect Fired Roaster ** (use 302002-20 or -21)""",,,,,,,,0,0,,,,0,,0,,,,0,
othpt,0010201101,"""External Combustion Boilers;Industrial;Bagasse;All Boiler Sizes""",,,,,,,,3.5840105600794517e+06,1.8602396596208217e+06,,,,1.0888709663601369e+07,,0,,,,8.192109906251506e+06,
othpt,0030400601,"""Industrial Processes;Secondary Metal Production;Magnesium;Pot Furnace""",,,,,,,,0,8214.324058356164,,,,180538.52281153327,,454.8352191780822,,,,0,
othpt,0030103507,"""Industrial Processes;Chemical Manufacturing;Inorganic Pigments;Lead Oxide: Calciner""",,,,,,,,0,0,,,,97670.80888624933,,1792.0507635616436,,,,0,
othpt,0030200734,"""Industrial Processes;Food and Agriculture;Grain Millings;Wheat: Millhouse""",,,,,,,,0,0,,,,9824.440734246575,,0,,,,0,
othpt,0030400712,"""Industrial Processes;Secondary Metal Production;Steel Foundries;Charge Handling""",,,,,,,,0,0,,,,6640.5942,,0,,,,0,
othpt,0040200710,"""Petroleum and Solvent Evaporation;Surface Coating Operations;Surface Coating Application - General;Adhesive: General""",,,,,,,,0,0,,,,686.900380793108,,0,,,,1.1565597071530013e+06,
othpt,0030700725,"""Industrial Processes;Pulp and Paper and Wood Products;Plywood Operations;Veneer Cutting""",,,,,,,,0,0,,,,0,,0,,,,0,
othpt,0040202001,"""Petroleum and Solvent Evaporation;Surface Coating Operations;Metal Furniture Operations;Coating Operation""",,,,,,,,0,0,,,,0,,0,,,,3029.2025597260276,
othpt,0040717604,"""Petroleum and Solvent Evaporation;Organic Chemical Storage;Floating Roof Tanks - Alkanes (Paraffins);n-Hexane: Withdrawal Loss""",,,,,,,,0,0,,,,0,,0,,,,0.04402135376911093,
othpt,0030600813,"""Industrial Processes;Petroleum Industry;Fugitive Emissions;Pipeline Valves: Heavy Liquid Streams""",,,,,,,,0,0,,,,0,,0,,,,171600.23149150686,
othpt,0030501610,"""Industrial Processes;Mineral Products;Lime Manufacture;Raw Material Storage Piles""",,,,,,,,0,0,,,,0,,0,,,,0,
othpt,0030503201,"""Industrial Processes;Mineral Products;Asbestos Milling;Crushing""",,,,,,,,0,0,,,,6.9388896914639995,,0,,,,0,
othpt,0033000199,"""Industrial Processes;Textile Products;Miscellaneous;Other Not Classified""",,,,,,,,0,0,,,,17953.99461846268,,0,,,,9023.930748493149,
othpt,0030101800,"""Industrial Processes;Chemical Manufacturing;Plastics Production;undefined""",231052.96254054367,1613.6722831094999,32510.205064195015,49003.13190557447,1031.37231430677,34571.78163496841,104049.6259051593,29271.208031423248,293266.0747693086,1047.5846691513148,99298.81735770832,5.949160289136856e+06,,90005.30814891147,47163.029568576436,663.0324185411249,163594.71606452877,549560.9930366699,,13622.446240759948
othpt,0030501410,"""Industrial Processes;Mineral Products;Glass Manufacture;Raw Material Handling (All Types of Glass)""",,,,,,,,0,0,,,,39479.69702465753,,0,,,,0,
othpt,0030801002,"""Industrial Processes;Rubber and Miscellaneous Plastics Products;Plastic Products Manufacturing;Extruder""",,,,,,,,0,0,,,,515.1591410140504,,0,,,,51605.6039679452,
othpt,0030300935,"""Industrial Processes;Primary Metal Production;Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT);Cold Rolling""",,,,,,,,0,0,,,,136.45056575342466,,0,,,,0,
othpt,0030102614,"""Industrial Processes;Chemical Manufacturing;Synthetic Rubber (Manufacturing Only);Blending Tanks""",,,,,,,,0,0,,,,132.6663234486746,,0,,,,1773.8573547945205,
othpt,0040201499,"""Petroleum and Solvent Evaporation;Surface Coating Operations;Large Appliances;Other Not Classified""",,,,,,,,0,0,,,,2256.6244341467755,,0,,,,52961.29368541867,
othpt,0050300830,"""Waste Disposal;Solid Waste Disposal - Industrial;Treatment""",,,,,,,,0,0,,,,0,,0,,,,19758.04192109589,
othpt,0040707602,"""Petroleum and Solvent Evaporation;Organic Chemical Storage;Fixed Roof Tanks - Nitriles;Acrylonitrile: Working Loss""",,,,,,,,0,0,,,,0,,0,,,,5.4459982424146185,
othpt,0031000207,"""Industrial Processes;Oil and Gas Production;Natural Gas Production;Valves: Fugitive Emissions""",,,,,,,,,,,,,,,,,,,966907.561936289,
othpt,0030500298,"""Industrial Processes;Mineral Products;Asphalt Concrete;Other Not Classified""",,,,,,,,0,0,,,,14443.859974779676,,0,,,,0,
othpt,0010100601,"""External Combustion Boilers;Electric Generation;Natural Gas;Boilers > 100 Million Btu/hr except Tangential""",,,,,,,,168374.19304525742,1.1112846291837435e+07,,,,368998.6924228178,,36997.335929778106,,,,407657.6212176985,
othpt,0030900204,"""Industrial Processes;Fabricated Metal Products;Abrasive Blasting of Metal Parts;Garnet Abrasive""",,,,,,,,0,0,,,,34643.00572699084,,0,,,,0,
othpt,0030104501,"""Industrial Processes;Chemical Manufacturing;Organic Fertilizer;General: Mixing/Handling""",2312.8280744379595,178.32438113331003,337.5938974460249,5254.760090635439,37.09461684174,24.01886774247,200555.9943823254,6.337034090994926e+06,5.491582124039686e+06,417.4010284634549,4123.857014594864,197498.34203712957,,228137.9244146679,2.350098559047398e+06,92.90959399339498,3492.544311414075,47462.5414218531,,684.0388052187599
othpt,0030203299,"""Industrial Processes;Food and Agriculture;Bakeries;Other Not Classified""",,,,,,,,0,0,,,,53661.45915863014,,755.0264638356164,,,,527.6088542465753,
othpt,0010200501,"""External Combustion Boilers;Industrial;Distillate Oil;Grades 1 and 2 Oil""",,,,,,,,97423.72372995641,632799.1112721864,,,,97484.51511253847,,198557.12522216482,,,,686015.3176675205,
othpt,0030901098,"""Industrial Processes;Fabricated Metal Products;Electroplating Operations;Other Not Classified""",,,,,,,,0,0,,,,3381.092702969093,,0,,,,12160.353777177494,
othpt,0040202501,"""Petroleum and Solvent Evaporation;Surface Coating Operations;Miscellaneous Metal Parts;Coating Operation""",,,,,,,,0,0,,,,263.76042636418435,,0,,,,7832.262474246575,
othpt,0040200931,"""Petroleum and Solvent Evaporation;Surface Coating Operations;Thinning Solvents - General;Perchloroethylene""",,,,,,,,0,0,,,,0,,0,,,,27.290113150684927,
othpt,0030900198,"""Industrial Processes;Fabricated Metal Products;General Processes;Other Not Classified""",,,,,,,,0,0,,,,320746.19557446084,,0,,,,173060.56315040222,
othpt,0030400599,"""Industrial Processes;Secondary Metal Production;Lead Battery Manufacture;Other Not Classified""",,,,,,,,0,0,,,,3210.148000917886,,0,,,,0,
othpt,0030501505,"""Industrial Processes;Mineral Products;Gypsum Manufacture;Primary Crushing: Gypsum Ore""",,,,,,,,0,0,,,,818.7033945205479,,0,,,,0,
othpt,0030400704,"""Industrial Processes;Secondary Metal Production;Steel Foundries;Heat Treating Furnace""",,,,,,,,0,0,,,,61008.96767873406,,0,,,,0,
othpt,0030500213,"""Industrial Processes;Mineral Products;Asphalt Concrete;Storage Silo""",,,,,,,,0,0,,,,50563.93378025332,,0,,,,0,
othpt,0030200221,"""Industrial Processes;Food and Agriculture;Coffee Roasting;Indirect-fired Continuous Roaster -Natural Gas (incl combustion emiss)""",,,,,,,,0,0,,,,426346.04568929825,,0,,,,62021.33048712329,
othpt,0030501420,"""Industrial Processes;Mineral Products;Glass Manufacture;Mirror Plating: General""",,,,,,,,0,0,,,,1.0553986419433397,,0,,,,245.61101835616438,
othpt,0040704418,"""Petroleum and Solvent Evaporation;Organic Chemical Storage;Fixed Roof Tanks - Esters;Methyl Methacrylate: Working Loss""",,,,,,,,0,0,,,,0,,0,,,,0.5188510021013013,
othpt,0030100803,"""Industrial Processes;Chemical Manufacturing;Chloro-alkali Production;Chlorine Loading: Tank Car Vent""",,,,,,,,0,0,,,,1.0107515619936,,0,,,,0,
othpt,0030600104,"""Industrial Processes;Petroleum Industry;Process Heaters;Gas-fired""",,,,,,,,0,0,,,,0,,0,,,,0,
othpt,0020200254,"""Internal Combustion Engines;Industrial;Natural Gas;4-cycle Lean Burn""",,,,,,,,,3.388757723044657e+07,,,,167702.7871446207,,8890.822151308888,,,,483468.99817197904,
othpt,0031303501,"""Industrial Processes;Electrical Equipment;Manufacturing - General Processes;Soldering""",,,,,,,,0,0,,,,75775.939976096,,0,,,,14793.489946212288,
othpt,0030899999,"""Industrial Processes;Rubber and Miscellaneous Plastics Products;Other Not Specified;Other Not Classified""",,,,,,,,0,0,,,,146.82073688672028,,0,,,,23060.145612328764,
othpt,0030400708,"""Industrial Processes;Secondary Metal Production;Steel Foundries;Pouring/Casting""",,,,,,,,0,0,,,,2328.756322191781,,0,,,,0,
othpt,0030102910,"""Industrial Processes;Chemical Manufacturing;Triple Superphosphate;Crushing and Screening""",,,,,,,,0,0,,,,181.93408767123285,,0,,,,0,
othpt,0030103002,"""Industrial Processes;Chemical Manufacturing;Ammonium Phosphates;Ammoniator/Granulator""",,,,,,,,0,0,,,,54.580226301369855,,0,,,,0,
othpt,0040202105,"""Petroleum and Solvent Evaporation;Surface Coating Operations;Flatwood Products;Equipment Cleanup""",,,,,,,,0,0,,,,0,,0,,,,127.35386136986303,
